title,H,(H),(Hd) ,А ,(А),Ad ,At ,Sex ,Obj ,Aobj ,Aat ,Food ,N ,Geo ,PI ,Arch ,Art ,Abs ,ВІ ,Ті,Cl
Огненная маска скрывает лицо тайного исполнителя.,,,1,,,,,,,,,,,,,,,,,1,
Огненные вихри собираются в центре бури.,,,,,,,,,,,,,,,,,,,,1,
Огненные звезды сияют на небесах.,,,,,,,,,,,,,,,,,,,,1,
Огненная кровать разгорается в ночи.,,,,,,,,,1,,,,,,,,,,,1,
Огненная аура окружает воина.,,,,,,,,,,,,,,,,,,,,1,
Огненный амулет висит на шее.,,,,,,,,,1,,,,,,,,,,,1,
Огненная гроза сверкает в ночи.,,,,,,,,,,,,,,,,,,,,1,
"Костёр трещит, вокруг него летают тёплые искры.",,,,,,,,,1,,,,,,,,,,,1,
Кузнец бьёт по раскалённому металлу в пламени кузницы.,1,,,,,,,,,,,,,,,,,,,1,
"На берегу реки горит маленький костёр, вокруг сидят усталые путники.",1,,,,,,,,1,,,,,,,,,,,1,
"Молния ударяет в сухую траву, огонь быстро ползёт вверх по склону.",,,,,,,,,,,,,1,,1,,,,,1,
Над дровами в камине танцуют яркие языки огня.,,,,,,,,,1,,,,,,,,,,,1,
По горному склону медленно течёт поток раскалённой лавы.,,,,,,,,,,,,,1,,,,,,,1,
На поле битвы поднимаются вверх яркие алые факелы.,,,,,,,,,1,,,,,,,,,,,1,
"В храме горят свечи, их свет ровный и спокойный.",,,,,,,,,1,,,,,,,1,,,,1,
"Горящая стрела летит через тёмное ночное небо, оставляя след.",,,,,,,,,1,,,,,,,,,,,1,
На тёмной глади озера видно отражение пламени.,,,,,,,,,,,,,,,,,,,,1,
В ночном небе взрываются яркие огненные фейерверки.,,,,,,,,,1,,,,,,,,,,,1,
Облака плывут над горизонтом.,,,,,,,,,,,,,,,,,,,,,1
Плотные облака закрывают небо и землю.,,,,,,,,,,,,,,,,,,,,,1
Облака выглядят легкими и невесомыми.,,,,,,,,,,,,,,,,,,,,,1
Белые облака похожи на кусочки ваты.,,,,,,,,,1,,,,,,,,,,,,1
Облака медленно меняют форму.,,,,,,,,,,,,,,,,,,,,,1
Перед дождем облака становятся темными.,,,,,,,,,,,,,,,,,,,,,1
На закате облака окрашиваются в розовый и золотой цвет.,,,,,,,,,,,,,,,,,,,,,1
Из самолета видно облака под крылом.,,,,,,,,,1,,,,,,,,,,,,1
Облака словно шепчутся друг с другом.,,,,,,,,,,,,,,,,,,,,,1
Из темных облаков рождается гроза.,,,,,,,,,,,,,,,,,,,,,1
Ветер гонит облака по небу.,,,,,,,,,,,,,,,,,,,,,1
Сквозь тонкие облака пробивается солнечный свет.,,,,,,,,,,,,,,,,,,,,,1
"Дети придумывают, на что похожи облака.",1,,,,,,,,,,,,,,,,,,,,1
Облака отражаются в озере.,,,,,,,,,,,,,1,,,,,,,,1
Летним днем облака дают тень.,,,,,,,,,,,,,,,,,,,,,1
"После дождя облака расходятся, и видно синее небо.",,,,,,,,,,,,,,,,,,,,,1
Облака танцуют в небе под ветром.,,,,,,,,,,,,,,,,,,,,,1
Облака украшают пейзаж в любое время года.,,,,,,,,,,,,,,,,,,,,,1
Утренний туман превращается в облака.,,,,,,,,,,,,,,,,,,,,,1
Иногда облака опускаются очень низко.,,,,,,,,,,,,,,,,,,,,,1
Белоснежные облака плывут по голубому небу.,,,,,,,,,,,,,,,,,,,,,1
Темные грозовые облака собираются в тучи.,,,,,,,,,,,,,,,,,,,,,1
Рассеянные облака создают узор на небе.,,,,,,,,,,,,,,,,,,,,,1
Облака похожи на хлопья ваты.,,,,,,,,,1,,,,,,,,,,,,1
Солнечные лучи пробиваются сквозь облака.,,,,,,,,,,,,,,,,,,,,,1
Огромные облака закрывают небо.,,,,,,,,,,,,,,,,,,,,,1
Легкие перистые облака окрашивают небо в нежные оттенки.,,,,,,,,,,,,,,,,,,,,,1
Серые облака висят низко над горизонтом.,,,,,,,,,,,,,,,,,,,,,1
Оранжевый закат окрашивает облака в яркие цвета.,,,,,,,,,,,,,1,,,,,,,,1
Облака разных форм и размеров напоминают картину.,,,,,,,,,,,,,,,,,,,,,1
"Облака обрамляют солнце, создавая яркий свет.",,,,,,,,,,,,,,,,,,,,,1
Пушистые облака меняют формы.,,,,,,,,,,,,,,,,,,,,,1
Белые облака контрастируют с голубым небом.,,,,,,,,,,,,,,,,,,,,,1
Плотные облака скрывают солнце и приносят прохладу.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака расстилаются по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака медленно расползаются.,,,,,,,,,,,,,,,,,,,,,1
Облака спускаются к самой земле.,,,,,,,,,,,,,,,,,,,,,1
На небе собирается целая армия облаков.,,,,,,,,,,,,,,,,,,,,,1
Разноцветные облака плывут по синему небу.,,,,,,,,,,,,,,,,,,,,,1
Полосы облаков быстро движутся по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака разных форм и размеров выстраиваются на небе.,,,,,,,,,,,,,,,,,,,,,1
Странные формы облаков движутся по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака сменяют друг друга на небесном фоне.,,,,,,,,,,,,,,,,,,,,,1
Облака собираются в тучи перед бурей.,,,,,,,,,,,,,,,,,,,,,1
Свет луны пробивается сквозь облака.,,,,,,,,,,,,,,,,,,,,,1
Облака медленно плывут по небу.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака похожи на огромное одеяло.,,,,,,,,,1,,,,,,,,,,,,1
"Облака отражаются в воде, создавая двойное небо.",,,,,,,,,,,,,1,,,,,,,,1
На небе меняются формы и цвета облаков.,,,,,,,,,,,,,,,,,,,,,1
Облака переливаются разными оттенками.,,,,,,,,,,,,,,,,,,,,,1
Белые облака спокойно плывут по небу.,,,,,,,,,,,,,,,,,,,,,1
Закат окрашивает облака в яркие цвета.,,,,,,,,,,,,,1,,,,,,,,1
Плотные облака скрывают границу между небом и землей.,,,,,,,,,,,,,,,,,,,,,1
На небе плавают облака разных форм.,,,,,,,,,,,,,,,,,,,,,1
Облака плавно скользят по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака медленно надвигаются на горизонт.,,,,,,,,,,,,,,,,,,,,,1
"Легкие облака плывут по небу, как по морю.",,,,,,,,,,,,,,,,,,,,,1
Облака выглядят как пушистые хлопья.,,,,,,,,,,,,,,,,,,,,,1
Необычные облака напоминают таинственных существ.,,,,,,,,,,,,,,,,,,,,,1
Облака расстилаются по небу.,,,,,,,,,,,,,,,,,,,,,1
На небе движется облачное шествие.,,,,,,,,,,,,,,,,,,,,,1
"Облака скрывают солнце, принося прохладу.",,,,,,,,,,,,,,,,,,,,,1
Плотные облака создают атмосферу загадочности.,,,,,,,,,,,,,,,,,,,,,1
Облака образуют узоры и фигуры.,,,,,,,,,,,,,,,,,,,,,1
На небе облака играют главные роли в небесной драме.,,,,,,,,,,,,,,,,,,,,,1
Небо наполнено облаками разных форм и оттенков.,,,,,,,,,,,,,,,,,,,,,1
Калейдоскоп облаков создает геометрические узоры.,,,,,,,,,1,,,,,,,,,,,,1
Облака напоминают огромный ватный мир.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака плывут по небесному океану.,,,,,,,,,,,,,,,,,,,,,1
Облака медленно скользят по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака похожи на пушистых путешественников.,,,,,,,,,,,,,,,,,,,,,1
Облака дарят ощущение легкости.,,,,,,,,,,,,,,,,,,,,,1
Плотные облака покрывают небо.,,,,,,,,,,,,,,,,,,,,,1
Облака прячут солнечные лучи.,,,,,,,,,,,,,,,,,,,,,1
На небе расстилается пейзаж из облаков разных форм и цветов.,,,,,,,,,,,,,,,,,,,,,1
Облака напоминают о бесконечности.,,,,,,,,,,,,,,,,,,,,,1
Облака скрывают даль небес.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака похожи на хлопья снега.,,,,,,,,,,,,,,,,,,,,,1
Облака принимают разные формы.,,,,,,,,,,,,,,,,,,,,,1
Облака выглядят как картины в небесной галерее.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака напоминают о чистоте и невинности.,,,,,,,,,,,,,,,,,,,,,1
Облака создают ощущение объема и простора.,,,,,,,,,,,,,,,,,,,,,1
Облака медленно движутся по небу.,,,,,,,,,,,,,,,,,,,,,1
Облака контрастируют с голубым небом.,,,,,,,,,,,,,,,,,,,,,1
Облака похожи на плывущие острова.,,,,,,,,,,,,,,,,,,,,,1
Облака напоминают мягкое одеяло над небом.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака плывут по небесному морю.,,,,,,,,,,,,,,,,,,,,,1
На небе расцветает яркий закат среди облаков.,,,,,,,,,,,,,,,,,,,,,1
Облака дарят ощущение легкости и свободы.,,,,,,,,,,,,,,,,,,,,,1
Облака напоминают о многообразии мира.,,,,,,,,,,,,,,,,,,,,,1
Облака создают чувство бесконечности.,,,,,,,,,,,,,,,,,,,,,1
Пушистые облака вызывают ассоциации с нежностью.,,,,,,,,,,,,,,,,,,,,,1
Облака скрывают даль и добавляют таинственности.,,,,,,,,,,,,,,,,,,,,,1
Облака образуют удивительные фигуры.,,,,,,,,,,,,,,,,,,,,,1
Облака напоминают бескрайнее небесное море.,,,,,,,,,,,,,,,,,,,,,1
Облака мягко плывут над горизонтом.,,,,,,,,,,,,,,,,,,,,,1
Белые облака выделяются на фоне голубого неба.,,,,,,,,,,,,,,,,,,,,,1
Облака расстилаются по всему небу.,,,,,,,,,,,,,,,,,,,,,1
Белые облака плывут над зелеными холмами.,,,,,,,,,,,,,,,,,,,,,1
Над городом нависли темные грозовые облака.,,,,,,,,,,,,,,,,,,,,,1
На закате облака окрашены в золотистый цвет.,,,,,,,,,,,,,,,,,,,,,1
Летние облака медленно движутся по теплому небу.,,,,,,,,,,,,,,,,,,,,,1
Облака плавно танцуют в легком ветре.,,,,,,,,,,,,,,,,,,,,,1
Вечерние облака отражаются в спокойной воде.,,,,,,,,,,,,,,,,,,,,,1
